mondo_id,mondo_label,mesh_id
MONDO_0009468,pseudotumor cerebri,D011559
MONDO_0009471,"intrinsic factor and r binder, combined congenital deficiency of",C565461
MONDO_0009473,isotretinoin-like syndrome,C535542
MONDO_0009475,isovaleric acidemia,C538167
MONDO_0009476,atresia of small intestine,C538260
MONDO_0009477,Stromme syndrome,C565460
MONDO_0009479,Johanson-Blizzard syndrome,C535880
MONDO_0009479,Johanson-Blizzard syndrome,C564907
MONDO_0009480,Joubert syndrome with oculorenal defect,C537430
MONDO_0009483,Kapur-Toriello syndrome,C537008
MONDO_0009485,"oculocerebrofacial syndrome, Kaufman type",C537013
MONDO_0009486,autosomal recessive Kenny-Caffey syndrome,C537021
MONDO_0009487,keratoconus and congenital hip dysplasia,C565456
MONDO_0009488,keratoconus posticus circumscriptus,C536151
MONDO_0009489,"hereditary palmoplantar keratoderma, Gamborg-Nielsen type",C565454
MONDO_0009490,Papillon-Lefevre disease,D010214
MONDO_0009491,Haim-Munk syndrome,C537627
MONDO_0009492,succinyl-CoA:3-ketoacid CoA transferase deficiency,C537527
MONDO_0009493,Richards-Rundle syndrome,C535674
MONDO_0009495,Keutel syndrome,C536167
MONDO_0009497,Kifafa seizure disorder,C537708
MONDO_0009498,lethal Kniest-like dysplasia,C537208
MONDO_0009499,Krabbe disease,D007965
MONDO_0009501,metabolic myopathy due to lactate transporter defect,C565449
MONDO_0009502,pyruvate dehydrogenase E2 deficiency,C565448
MONDO_0009503,pyruvate dehydrogenase E3-binding protein deficiency,C565447
MONDO_0009504,mitochondrial DNA depletion syndrome 9,C538134
MONDO_0009504,mitochondrial DNA depletion syndrome 9,C566885
MONDO_0009505,lactic aciduria due to D-lactic acid,C565446
MONDO_0009506,specific granule deficiency,C562873
MONDO_0009507,Lambert syndrome,C538396
MONDO_0009508,Lambotte syndrome,C537549
MONDO_0009509,Landau-Kleffner syndrome,D018887
MONDO_0009511,"Larsen-like syndrome, B3GAT3 type",C537874
MONDO_0009512,lethal Larsen-like syndrome,C537872
MONDO_0009513,laryngo-onycho-cutaneous syndrome,C537032
MONDO_0009514,Laurence-Moon syndrome,D007849
MONDO_0009516,absence deformity of leg-cataract syndrome,C565442
MONDO_0009517,Donohue syndrome,D056731
MONDO_0009520,3-hydroxy-3-methylglutaric aciduria,C538324
MONDO_0009521,"leukemia, acute myelocytic, with polyposis coli and colon cancer",C565441
MONDO_0009522,Leukomelanoderma-infantilism-intellectual disability-hypodontia-hypotrichosis syndrome,C565440
MONDO_0009523,Lichtenstein syndrome,C535894
MONDO_0009524,intellectual disability-spasticity-ectrodactyly syndrome,C537446
MONDO_0009525,split hand-foot malformation 3,C565437
MONDO_0009526,"fibular aplasia, tibial campomelia, and oligosyndactyly syndrome",C565436
MONDO_0009527,"lipase deficiency, combined",C535904
MONDO_0009528,chylomicron retention disease,C535460
MONDO_0009530,lipoid proteinosis,D008065
MONDO_0009533,Dahlberg-Borer-Newcomer syndrome,C535769
MONDO_0009534,chronic mucocutaneous candidiasis due to inhibition of lymphoblastic transformation,C565433
MONDO_0009535,"obsolete lymphedema, congenital recessive",C565432
MONDO_0009536,chronic mucocutaneous candidiasis due to intrinsic defect in lymphoblastic transformation,C565431
MONDO_0009537,lymphoid interstitial pneumonia,C562489
MONDO_0009538,"lymphoid system deterioration, progressive",C565430
MONDO_0009539,"lymphoblastic leukemia, acute, with lymphomatous features",C565429
MONDO_0009540,chronic mucocutaneous candidiasis due to lymphokine deficiency,C565428
MONDO_0009541,"lymphopenic hypergammaglobulinemia, antibody deficiency, autoimmune hemolytic anemia, and glomerulonephritis",C565427
MONDO_0009542,lysine malabsorption syndrome,C563080
MONDO_0009543,prominent glabella-microcephaly-hypogenitalism syndrome,C537714
MONDO_0009544,"macrocephaly/megalencephaly syndrome, autosomal recessive",C537453
MONDO_0009545,"macroepiphyseal dysplasia with osteoporosis, wrinkled skin, and aged appearance",C537721
MONDO_0009546,macrosomia adiposa congenita,C565425
MONDO_0009547,macrosomia-microphthalmia-cleft palate syndrome,C537830
MONDO_0009548,renal hypomagnesemia 5 with ocular involvement,C536148
MONDO_0009550,renal hypomagnesemia 3,C537153
MONDO_0009554,3MC syndrome 3,C535704
MONDO_0009555,malocclusion and short stature,C565421
MONDO_0009556,malonic aciduria,C535702
MONDO_0009557,mandibuloacral dysplasia with type A lipodystrophy,C535705
MONDO_0009558,Treacher Collins syndrome 3,C535707
MONDO_0009559,mandibulofacial dysostosis with mental deficiency,C565420
MONDO_0009560,oculotrichoanal syndrome,C536022
MONDO_0009561,alpha-mannosidosis,D008363
MONDO_0009562,beta-mannosidosis,D044905
MONDO_0009563,maple syrup urine disease,D008375
MONDO_0009564,Marden-Walker syndrome,C535910
MONDO_0009565,microcephaly-glomerulonephritis-marfanoid habitus syndrome,C565411
MONDO_0009566,marfanoid habitus-autosomal recessive intellectual disability syndrome,C565410
MONDO_0009568,mast syndrome,C565409
MONDO_0009569,Hennekam-Beemer syndrome,C536033
MONDO_0009570,McDonough syndrome,C538158
MONDO_0009571,"Meckel syndrome, type 1",C536133
MONDO_0009573,megaepiphyseal dwarfism,C536140
MONDO_0009574,megalencephaly with dysmyelination,C565408
MONDO_0009575,thiamine-responsive megaloblastic anemia syndrome,C536510
MONDO_0009576,megalocornea,C562829
MONDO_0009577,megalocornea-intellectual disability syndrome,C536143
MONDO_0009578,neurocutaneous melanocytosis,C537387
MONDO_0009579,Frank-Ter Haar syndrome,C536577
MONDO_0009579,Frank-Ter Haar syndrome,C537274
MONDO_0009580,"intellectual disability, autosomal recessive 1",C565406
MONDO_0009581,intellectual disability-dysmorphism-hypogonadism-diabetes mellitus syndrome,C537447
MONDO_0009582,Mietens syndrome,C537444
MONDO_0009584,"intellectual disability, Buenos-Aires type",C563095
MONDO_0009585,encephalopathy due to beta-mercaptolactate-cysteine disulfiduria,C563085
MONDO_0009587,mesoaxial hexadactyly and cardiac malformation,C563087
MONDO_0009588,Langer mesomelic dysplasia,C537267
MONDO_0009589,mesomelic dwarfism-cleft palate-camptodactyly syndrome,C565404
MONDO_0009590,metachromatic leukodystrophy due to saposin B deficiency,C562609
MONDO_0009592,metaphyseal acroscyphodysplasia,C537350
MONDO_0009593,"spondylometaphyseal dysplasia, Sedaghatian type",C535798
MONDO_0009594,"metaphyseal chondrodysplasia, Kaitila type",C565400
MONDO_0009595,cartilage-hair hypoplasia,C535916
MONDO_0009596,"metaphyseal chondrodysplasia, Pena type",C565399
MONDO_0009597,"metaphyseal chondrodysplasia, Spahr type",C537353
MONDO_0009598,metaphyseal chondrodysplasia-retinitis pigmentosa syndrome,C565398
MONDO_0009599,metaphyseal dysostosis-intellectual disability-conductive deafness syndrome,C565396
MONDO_0009600,"metaphyseal dysplasia, anetoderma, and optic atrophy",C565395
MONDO_0009601,metaphyseal dysplasia without hypotrichosis,C563574
MONDO_0009602,"metaphyseal modeling abnormality, skin lesions, and spastic paraplegia",C535875
MONDO_0009603,3-hydroxyisobutyryl-CoA hydrolase deficiency,C562803
MONDO_0009604,methemoglobin reductase deficiency,C563171
MONDO_0009605,methemoglobinemia type 4,C567102
MONDO_0009608,methionine malabsorption syndrome,C562682
MONDO_0009610,3-methylglutaconic aciduria type 1,C562801
MONDO_0009611,3-methylglutaconic aciduria type 4,C565393
MONDO_0009612,methylmalonic aciduria due to methylmalonyl-CoA mutase deficiency,C565390
MONDO_0009615,methylmalonic acidemia due to methylmalonyl-CoA epimerase deficiency,C565386
MONDO_0009616,"microcephalic primordial dwarfism, Toriello type",C537321
MONDO_0009617,"microcephaly 1, primary, autosomal recessive",C565384
MONDO_0009618,microcephaly-cardiomyopathy syndrome,C536711
MONDO_0009619,microcephaly-micromelia syndrome,C565382
MONDO_0009620,Say-Barber-Miller syndrome,C536618
MONDO_0009621,microcephaly-cervical spine fusion anomalies syndrome,C537325
MONDO_0009623,Nijmegen breakage syndrome,D049932
MONDO_0009625,diencephalic-mesencephalic junction dysplasia syndrome 1,C537546
MONDO_0009627,Galloway-Mowat syndrome,C537548
MONDO_0009628,obsolete microcolon,C562563
MONDO_0009630,"microphthalmia, isolated, with coloboma 4",C565378
MONDO_0009631,isolated microphthalmia 1,C565377
MONDO_0009632,"microphthalmia with hyperopia, retinal degeneration, macrophakia, and dental anomalies",C566884
MONDO_0009634,microtia with meatal atresia and conductive deafness,C537469
MONDO_0009637,inborn mitochondrial myopathy,D017240
MONDO_0009638,mitochondrial myopathy with a defect in mitochondrial-protein transport,C565376
MONDO_0009643,sulfite oxidase deficiency due to molybdenum cofactor deficiency type A,C565372
MONDO_0009644,sulfite oxidase deficiency due to molybdenum cofactor deficiency type B,C565373
MONDO_0009645,chronic mucocutaneous candidiasis due to monocyte chemotactic disorder,C565371
MONDO_0009646,monosomy 7 myelodysplasia and leukemia syndrome 1,C565370
MONDO_0009647,Morquio syndrome C,C536247
MONDO_0009648,peripheral motor neuropathy-dysautonomia syndrome,C536988
MONDO_0009649,moyamoya disease 1,C536991
MONDO_0009650,mucolipidosis type II,C538602
MONDO_0009652,GNPTG-mucolipidosis,C565367
MONDO_0009654,"obsolete mucopolysaccharidoses, unclassified types",C562442
MONDO_0009661,mucopolysaccharidosis type 6,D009087
MONDO_0009662,mucopolysaccharidosis type 7,D016538
MONDO_0009663,mucus inspissation of respiratory tract,C565366
MONDO_0009664,mulibrey nanism,D050336
MONDO_0009665,biotinidase deficiency,D028921
MONDO_0009666,holocarboxylase synthetase deficiency,D028922
MONDO_0009670,lethal congenital contracture syndrome 1,C537194
MONDO_0009671,intellectual disability-myopathy-short stature-endocrine defect syndrome,C535458
MONDO_0009673,"spinal muscular atrophy, type II",C536879
MONDO_0009674,"muscular dystrophy, adult-onset, with leukoencephalopathy",C565361
MONDO_0009675,autosomal recessive limb-girdle muscular dystrophy type 2A,C535895
MONDO_0009676,autosomal recessive limb-girdle muscular dystrophy type 2B,C535899
MONDO_0009677,autosomal recessive limb-girdle muscular dystrophy type 2C,C535900
MONDO_0009679,arthrogryposis due to muscular dystrophy,C564985
MONDO_0009682,"muscular dystrophy, congenital, with rapid progression",C564983
MONDO_0009683,autosomal recessive limb-girdle muscular dystrophy type 2H,C535897
MONDO_0009684,"muscular hypertonia, lethal",C564982
MONDO_0009685,Miyoshi myopathy,C537480
MONDO_0009686,"musk, inability to smell",C564980
MONDO_0009687,"myasthenia, congenital, refractory to acetylcholinesterase inhibitors",C564979
MONDO_0009688,myasthenia gravis,D009157
MONDO_0009689,congenital myasthenic syndrome 6,C535759
MONDO_0009690,congenital myasthenic syndrome 10,C563716
MONDO_0009691,mycosis fungoides,D009182
MONDO_0009692,primary myelofibrosis,D055728
MONDO_0009693,plasma cell myeloma,D009101
MONDO_0009694,myeloperoxidase deficiency,C562864
MONDO_0009695,"myeloproliferative disease, autosomal recessive",C564977
MONDO_0009696,juvenile myoclonic epilepsy,D020190
MONDO_0009697,Lafora disease,D020192
MONDO_0009698,Unverricht-Lundborg syndrome,D020194
MONDO_0009701,"myopathy, granulovacuolar lobular, with electrical myotonia",C564974
MONDO_0009702,myopathy due to malate-aspartate shuttle defect,C564973
MONDO_0009703,myopathy with abnormal lipid metabolism,C562935
MONDO_0009704,"carnitine palmitoyl transferase II deficiency, myopathic form",C563461
MONDO_0009705,carnitine palmitoyl transferase 1A deficiency,C535588
MONDO_0009706,hereditary myopathy with lactic acidosis due to ISCU deficiency,C564972
MONDO_0009707,myopathy with giant abnormal mitochondria,C564971
MONDO_0009708,"myopathy, myosin storage, autosomal recessive",C564970
MONDO_0009709,"myopathy, centronuclear, 2",C562934
MONDO_0009710,Thomsen and Becker disease,D009224
MONDO_0009713,"myopia 18, autosomal recessive",C567606
MONDO_0009714,myosclerosis,C564968
MONDO_0009716,Richieri Costa-da Silva syndrome,C535675
MONDO_0009718,myxedema,D009230
MONDO_0009719,familial atrial myxoma,C538262
MONDO_0009720,Keipert syndrome,C538337
MONDO_0009721,Nathalie syndrome,C538342
MONDO_0009722,Bailey-Bloch congenital myopathy,C538343
MONDO_0009723,Leigh syndrome,D007888
MONDO_0009724,nail-patella-like renal disease,C537228
MONDO_0009725,nemaline myopathy 2,C538349
MONDO_0009726,proteosome-associated autoinflammatory syndrome,C538334
MONDO_0009727,atelosteogenesis type II,C535395
MONDO_0009728,nephronophthisis 1,C537699
MONDO_0009729,nephropathy - deafness - hyperparathyroidism syndrome,C536401
MONDO_0009731,nephrosis-deafness-urinary tract-digital malformations syndrome,C536402
MONDO_0009735,Netherton syndrome,D056770
MONDO_0009737,galactosialidosis,C536411
MONDO_0009738,sialidosis type 2,C562606
MONDO_0009740,neurofaciodigitorenal syndrome,C537388
MONDO_0009742,neuroectodermal melanolysosomal disease,C536203
MONDO_0009743,"neurologic disease, infantile multisystem, with osseous fragility",C564954
MONDO_0009745,neuronal ceroid lipofuscinosis 5,C575534
MONDO_0009747,mitochondrial DNA depletion syndrome 6 (hepatocerebral type),C538344
MONDO_0009748,hereditary sensory and autonomic neuropathy with spastic paraplegia,C564948
MONDO_0009750,"neuropathy, hereditary motor and sensory, with excessive myelin folding complex, autosomal recessive",C564947
MONDO_0009751,"neuropathy, hereditary sensory, atypical",C564946
MONDO_0009752,"neuropathy, painful",C564945
MONDO_0009753,obsolete neurovisceral storage disease with Curvilinear bodies,C564944
MONDO_0009754,"neutropenia, lethal congenital, with eosinophilia",C564943
MONDO_0009755,neutrophil actin dysfunction,C564942
MONDO_0009756,Niemann-Pick disease type A,D052536
MONDO_0009761,cystic hygroma,D018191
MONDO_0009762,"nystagmus, congenital, autosomal recessive",C564938
MONDO_0009763,obesity-hypoventilation syndrome,D010845
MONDO_0009764,"ocular motor apraxia, Cogan type",C537423
MONDO_0009765,ocular myopathy with curare sensitivity,C564937
MONDO_0009766,oculocerebral hypopigmentation syndrome of Preus,C537866
MONDO_0009768,"oculodentodigital dysplasia, autosomal recessive",C567605
MONDO_0009769,oculo-palato-cerebral syndrome,C564935
MONDO_0009771,oculotrichodysplasia,C564934
MONDO_0009772,oculorenocerebellar syndrome,C537739
MONDO_0009773,odonto-onycho-dermal dysplasia,C537742
MONDO_0009774,cloacal exstrophy,C537748
MONDO_0009776,spermatogenic failure 1,C562902
MONDO_0009777,Oliver syndrome,C564931
MONDO_0009778,"olivopontocerebellar atrophy II, autosomal recessive",C564930
MONDO_0009780,lethal omphalocele-cleft palate syndrome,C537747
MONDO_0009781,Onychotrichodysplasia and neutropenia,C537752
MONDO_0009782,ophthalmoplegia totalis with ptosis and miosis,C564927
MONDO_0009784,ophthalmoplegic neuromuscular disorder with abnormal mitochondria,C564925
MONDO_0009785,opsismodysplasia,C537122
MONDO_0009786,optic atrophy 6,C537127
MONDO_0009787,3-methylglutaconic aciduria type 3,C535311
MONDO_0009790,Opticocochleodentate degeneration,C563002
MONDO_0009792,ichthyosis-oral and digital anomalies syndrome,C536272
MONDO_0009793,orofaciodigital syndrome III,C557817
MONDO_0009794,orofaciodigital syndrome IV,C537133
MONDO_0009795,orofaciodigital syndrome IX,C557818
MONDO_0009796,ornithine aminotransferase deficiency,C538071
MONDO_0009796,ornithine aminotransferase deficiency,D015799
MONDO_0009798,Primrose syndrome,C536420
MONDO_0009801,"familial osteodysplasia, Anderson type",C564923
MONDO_0009802,"osteodysplasty, precocious, of Danks, Mayne, and Kozlowski",C564922
MONDO_0009803,congenital osteogenesis imperfecta-microcephaly-cataracts syndrome,C537558
MONDO_0009804,osteogenesis imperfecta type 3,C536044
MONDO_0009805,osteogenesis imperfecta type 9,C564921
MONDO_0009807,osteosarcoma,D012516
MONDO_0009808,osteoid osteoma,D010017
MONDO_0009810,autosomal recessive distal osteolysis syndrome,C536052
MONDO_0009811,osteoma of middle ear,C564917
MONDO_0009813,chronic recurrent multifocal osteomyelitis,C535456
MONDO_0009814,osteopenia-intellectual disability-sparse hair syndrome,C537706
MONDO_0009815,autosomal recessive osteopetrosis 1,C564915
MONDO_0009816,autosomal recessive osteopetrosis 2,C536059
MONDO_0009817,autosomal recessive osteopetrosis 5,C566883
MONDO_0009818,autosomal recessive osteopetrosis 3,C536058
MONDO_0009820,osteoporosis-pseudoglioma syndrome,C536063
MONDO_0009821,lethal osteosclerotic bone dysplasia,C535282
MONDO_0009821,lethal osteosclerotic bone dysplasia,C564916
MONDO_0009822,otoonychoperoneal syndrome,C564912
MONDO_0009823,primary hyperoxaluria type 1,C536414
MONDO_0009824,primary hyperoxaluria type 2,C536415
MONDO_0009825,5-oxoprolinase deficiency,C535322
MONDO_0009826,obsolete PA polymorphism of alpha-2-globulin,C009691
MONDO_0009827,"obsolete pachyonychia congenita, autosomal recessive",C538094
MONDO_0009828,palant cleft palate syndrome,C538102
MONDO_0009829,"obsolete pallidal degeneration, progressive, with retinitis pigmentosa",C564910
MONDO_0009830,parkinsonian-pyramidal syndrome,C538104
MONDO_0009832,pancreatic agenesis,C564908
MONDO_0009833,Shwachman-Diamond syndrome,C537330
MONDO_0009835,subacute sclerosing panencephalitis,D013344
MONDO_0009836,"pancreatitis, sclerosing cholangitis, and sicca complex",C564906
MONDO_0009837,choroid plexus papilloma,D020288
MONDO_0009838,Parana hard-skin syndrome,C564905
MONDO_0009839,progressive supranuclear palsy-parkinsonism syndrome,C537240
MONDO_0009840,Partington-Anderson syndrome,C536299
MONDO_0009841,PEHO syndrome,C536317
MONDO_0009842,Pelger-Huet-like anomaly and episodic fever with abdominal pain,C564899
MONDO_0009843,hypomyelinating leukodystrophy 3,C536319
MONDO_0009844,pellagra-like syndrome,C538352
MONDO_0009845,pelviscapular dysplasia,C535550
MONDO_0009846,pentosuria,C536652
MONDO_0009847,"pericardial effusion, chronic",C564895
MONDO_0009848,dissecting cellulitis of the scalp,C562486
MONDO_0009851,"peripheral neuropathy, ataxia, focal necrotizing encephalopathy, and spongy degeneration of brain",C564894
MONDO_0009852,hereditary intrinsic factor deficiency,C563242
MONDO_0009853,Imerslund-Grasbeck syndrome,C538556
MONDO_0009856,Peters plus syndrome,C537617
MONDO_0009857,persistent Mullerian duct syndrome,C536665
MONDO_0009858,Pfeiffer-Palm-Teller syndrome,C537889
MONDO_0009859,PHAVER syndrome,C538357
MONDO_0009861,phenylketonuria,D010661
MONDO_0009863,BH4-deficient hyperphenylalaninemia A,C535325
MONDO_0009864,"phosphoenolpyruvate carboxykinase deficiency, mitochondrial",C564890
MONDO_0009865,glycogen storage disease due to phosphoglycerate mutase deficiency,C536176
MONDO_0009867,lethal congenital glycogen storage disease of heart,C564888
MONDO_0009868,glycogen storage disease IXb,C563008
MONDO_0009869,isolated Pierre-Robin syndrome,D010855
MONDO_0009870,pili torti,C562485
MONDO_0009871,pili torti-developmental delay-neurological abnormalities syndrome,C537398
MONDO_0009872,Bjornstad syndrome,C537633
MONDO_0009873,pilodental dysplasia-refractive errors syndrome,C535763
MONDO_0009874,Rabson-Mendenhall syndrome,D056731
MONDO_0009876,isolated growth hormone deficiency type IA,C537404
MONDO_0009877,Laron syndrome,D046150
MONDO_0009878,"pituitary hormone deficiency, combined, 2",C563172
MONDO_0009879,short stature due to growth hormone qualitative anomaly,C537505
MONDO_0009880,short stature-pituitary and cerebellar defects-small sella turcica syndrome,C567492
MONDO_0009881,pituitary dwarfism with large sella turcica,C562705
MONDO_0009882,"plasma clot retraction factor, deficiency of",C564885
MONDO_0009883,alpha-2-plasmin inhibitor deficiency,C537777
MONDO_0009884,platelet prostacyclin receptor defect,C564884
MONDO_0009885,Scott syndrome,C563120
MONDO_0009886,pleoconial myopathy with salt craving,C564883
MONDO_0009887,desquamative interstitial pneumonia,C562470
MONDO_0009888,"polycystic kidney, cataract, and congenital blindness",C564882
MONDO_0009890,Gillessen-Kaesbach-Nishimura syndrome,C564881
MONDO_0009891,acquired polycythemia vera,D011087
MONDO_0009892,Chuvash polycythemia,C563918
MONDO_0009895,postaxial polydactyly-dental and vertebral anomalies syndrome,C564880
MONDO_0009896,"polymyoclonus, infantile",C535524
MONDO_0009897,adult polyglucosan body disease,C564878
MONDO_0009898,"polysaccharide, storage of unusual",C564877
MONDO_0009899,"polyhydramnios, chronic idiopathic",C564876
MONDO_0009900,polysyndactyly-cardiac malformation syndrome,C564875
MONDO_0009901,Bartsocas-Papas syndrome 1,C564874
MONDO_0009902,cutaneous porphyria,D017092
MONDO_0009903,postaxial acrofacial dysostosis,C537680
MONDO_0009904,Gitelman syndrome,D053579
MONDO_0009905,urban-Rogers-Meyer syndrome,C538276
MONDO_0009906,prenatal bowing,C564873
MONDO_0009907,Prepapillary vascular loops,C563287
MONDO_0009908,pterin-4 alpha-carbinolamine dehydratase 1 deficiency,C538382
MONDO_0009909,progesterone resistance,C564871
MONDO_0009910,Wiedemann-Rautenstrauch syndrome,C536423
MONDO_0009911,"prolactin deficiency, isolated",C562708
MONDO_0009912,prolactin deficiency with obesity and enlarged testes,C564870
MONDO_0009913,"prune belly syndrome with pulmonic stenosis, intellectual disability, and deafness",C562894
MONDO_0009914,pseudodiastrophic dysplasia,C535826
MONDO_0009915,"46,XX disorder of sex development-skeletal anomalies syndrome",C564869
MONDO_0009916,"46,XY disorder of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency",C537805
MONDO_0009916,"46,XY disorder of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency",C564868
MONDO_0009918,"fundus dystrophy, pseudoinflammatory, recessive form",C535828
MONDO_0009919,peroxisomal acyl-CoA oxidase deficiency,C536662
MONDO_0009920,Acrootoocular syndrome,C564866
MONDO_0009921,holoprosencephaly-postaxial polydactyly syndrome,C535829
MONDO_0009922,Pseudouridinuria and mental defect,C564864
MONDO_0009923,"46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency",C535830
MONDO_0009924,"vitamin D-dependent rickets, type 1",C562688
MONDO_0009925,autosomal recessive inherited pseudoxanthoma elasticum,D011561
MONDO_0009927,3MC syndrome 2,C535586
MONDO_0009928,pulmonary alveolar microlithiasis,C562405
MONDO_0009929,"surfactant metabolism dysfunction, pulmonary, 1",C566882
MONDO_0009930,obsolete pulmonary arteriovenous malformation,C562404
MONDO_0009931,pulmonary atresia-intact ventricular septum syndrome,C562832
MONDO_0009932,pulmonary bullae causing pneumothorax,C564863
MONDO_0009933,congenital pulmonary lymphangiectasia,C537727
MONDO_0009934,alveolar capillary dysplasia with misalignment of pulmonary veins,C536590
MONDO_0009935,"pulmonary hypertension, primary, 5",C564862
MONDO_0009937,pulmonary venoocclusive disease,D011668
MONDO_0009939,pulmonic stenosis and congenital nephrosis,C562895
MONDO_0009940,pycnodysostosis,D058631
MONDO_0009942,pyknoachondrogenesis,C536251
MONDO_0009943,Pyle disease,C536252
MONDO_0009944,pyloric atresia,C562561
MONDO_0009945,pyridoxine-dependent epilepsy,C536254
MONDO_0009946,hemolytic anemia due to pyrimidine 5' nucleotidase deficiency,C564859
MONDO_0009948,"pyropoikilocytosis, hereditary",C563004
MONDO_0009949,pyruvate carboxylase deficiency disease,D015324
MONDO_0009950,pyruvate kinase deficiency of red cells,C564858
MONDO_0009951,"radiculoneuropathy, fatal neonatal",C564857
MONDO_0009952,radioulnar synostosis-developmental delay-hypotonia syndrome,C538217
MONDO_0009952,radioulnar synostosis-developmental delay-hypotonia syndrome,C564856
MONDO_0009953,leukocyte adhesion deficiency type II,C535755
MONDO_0009954,Ramon syndrome,C535285
MONDO_0009955,rapadilino syndrome,C535288
MONDO_0009956,red skin pigment anomaly of new guinea,C535515
MONDO_0009957,Reese retinal dysplasia,C564854
MONDO_0009958,adult Refsum disease,C535517
MONDO_0009958,adult Refsum disease,D012035
MONDO_0009961,renal and mullerian duct hypoplasia,C564853
MONDO_0009963,Ulbright-Hodes syndrome,C537754
MONDO_0009965,Perlman syndrome,C536399
MONDO_0009966,NPHP3-related Meckel-like syndrome,C537756
MONDO_0009967,renal tubular acidosis 3,C537759
MONDO_0009968,"renal tubular acidosis, distal, 2, with progressive sensorineural hearing loss",C562897
MONDO_0009969,renal-genital-middle ear anomalies,C564849
MONDO_0009971,respiratory distress syndrome in premature infants,C566881
MONDO_0009972,respiratory underresponsiveness to hypoxia and hypercapnia,C564848
MONDO_0009973,reticular dysgenesis,C538361
MONDO_0009975,reticulum cell sarcoma,D008228
MONDO_0009975,reticulum cell sarcoma,D054739
MONDO_0009976,retinal degeneration and epilepsy,C564847
MONDO_0009978,retinal degeneration-nanophthalmos-glaucoma syndrome,C538364
MONDO_0009979,reticular dystrophy of the retinal pigment epithelium,C564844
MONDO_0009979,reticular dystrophy of the retinal pigment epithelium,C566721
MONDO_0009980,retinal telangiectasia and hypogammaglobulinemia,C535638
MONDO_0009982,retinitis pigmentosa inversa with deafness,C564842
MONDO_0009983,retinitis pigmentosa-intellectual disability-deafness-hypogenitalism syndrome,C564841
MONDO_0009984,late-adult onset retinitis pigmentosa,C564840
MONDO_0009985,retinohepatoendocrinologic syndrome,C564839
MONDO_0009986,"retinopathy, pigmentary, and intellectual disability",C538367
MONDO_0009987,autosomal recessive pericentral pigmentary retinopathy,C564838
MONDO_0009988,retinoschisis of fovea,C538369
MONDO_0009990,Revesz syndrome,C538371
MONDO_0009992,"myoglobinuria, acute recurrent, autosomal recessive",C564832
MONDO_0009994,alveolar rhabdomyosarcoma,D018232
MONDO_0009996,"rhizomelic syndrome, Urbach type",C537611
MONDO_0009998,Richieri Costa-Pereira syndrome,C535677
MONDO_0009999,autosomal recessive Robinow syndrome,C535863
MONDO_0010000,"rod-cone dystrophy, sensorineural deafness, and Fanconi-type renal dysfunction",C564829
MONDO_0010001,ectodermal dysplasia-blindness syndrome,C535865
MONDO_0010002,Rothmund-Thomson syndrome,D011038
MONDO_0010003,Rowley-Rosenberg syndrome,C535874
MONDO_0010004,EEC syndrome,C536189
MONDO_0010005,saccharopinuria,C537218
MONDO_0010006,Sandhoff disease,D012497
MONDO_0010008,sarcosinemia,C537236
MONDO_0010010,Schinzel-Giedion syndrome,C536632
MONDO_0010011,schizencephaly,D065707
MONDO_0010013,schneckenbecken dysplasia,C536637
MONDO_0010017,sea-blue histiocyte syndrome,D012618
MONDO_0010018,second metatarsal-metacarpal syndrome,C564824
MONDO_0010019,secretory component deficiency,C562869
MONDO_0010021,"seizures, benign familial neonatal, autosomal recessive",C564823
MONDO_0010023,combined immunodeficiency due to ZAP70 deficiency,C536722
MONDO_0010024,Beemer-Langer syndrome,C537599
MONDO_0010025,short stature-obesity syndrome,C564821
MONDO_0010026,SHORT syndrome,C537327
MONDO_0010029,situs inversus,D012857
MONDO_0010030,Sjogren syndrome,D012859
MONDO_0010031,Sjogren-Larsson syndrome,D016111
MONDO_0010032,Sjogren-Larsson-like ichthyosis without CNS or eye involvement,C536668
MONDO_0010035,Smith-Lemli-Opitz syndrome,D019082
MONDO_0010038,growth delay due to insulin-like growth factor I resistance,C564816
MONDO_0010039,congenital heart defect-round face-developmental delay syndrome,C536680
MONDO_0010041,Charlevoix-Saguenay spastic ataxia,C536787
MONDO_0010042,spastic diplegia and intellectual disability,C537481
MONDO_0010043,hereditary spastic paraplegia 17,C536644
MONDO_0010044,hereditary spastic paraplegia 15,C536642
MONDO_0010045,obsolete paraplegia-brachydactyly-cone-shaped epiphysis syndrome,C537938
MONDO_0010046,hereditary spastic paraplegia 23,C536859
MONDO_0010048,spastic paraplegia with myoclonic epilepsy,C564810
MONDO_0010049,spastic paraplegia-glaucoma-intellectual disability syndrome,C564809
MONDO_0010050,obsolete spastic pseudosclerosis,C563024
MONDO_0010051,spastic tetraplegia-retinitis pigmentosa-intellectual disability syndrome,C564808
MONDO_0010052,spermatogenic failure 4,C536875
MONDO_0010053,hereditary spherocytosis type 3,C567489
MONDO_0010054,spinal muscular atrophy with intellectual disability,C564807
MONDO_0010055,spinal muscular atrophy with microcephaly and mental subnormality,C564806
MONDO_0010056,"spinal muscular atrophy, type IV",C563948
