diseaseId,diseaseName,meshId,mesh_name,tree_number,level
EFO_0009907,Desmoid-type fibromatosis,D018222,Desmoid Tumors,C04.557.450.565.590.340.410,7.0
EFO_0022194,EGFR-related lung cancer,130014,,,
EFO_0700020,Birt-Hogg-Dube syndrome,D058249,Birt-Hogg-Dube Syndrome,C04.700.212,3.0
EFO_1000015,aldosterone-producing adenoma,D018246,Adrenocortical Adenoma,C04.588.322.078.265.500,6.0
EFO_1000026,diffuse intrinsic pontine glioma,D000080443,Diffuse Intrinsic Pontine Glioma,C04.557.465.625.600.380.185,7.0
EFO_1000026,diffuse intrinsic pontine glioma,D000080443,Diffuse Intrinsic Pontine Glioma,C04.557.470.670.380.185,6.0
EFO_1000026,diffuse intrinsic pontine glioma,D000080443,Diffuse Intrinsic Pontine Glioma,C04.557.580.625.600.380.185,7.0
EFO_1000026,diffuse intrinsic pontine glioma,D000080443,Diffuse Intrinsic Pontine Glioma,C04.588.614.250.195.411.100.500,8.0
EFO_1000028,ependymoma,D004806,Ependymoma,C04.557.465.625.600.380.290,7.0
EFO_1000028,ependymoma,D004806,Ependymoma,C04.557.470.670.380.290,6.0
EFO_1000028,ependymoma,D004806,Ependymoma,C04.557.580.625.600.380.290,7.0
EFO_1000032,granulosa cell tumor,D006106,Granulosa Cell Tumor,C04.557.475.750.656,5.0
EFO_1000032,granulosa cell tumor,D006106,Granulosa Cell Tumor,C04.588.322.455.398,5.0
EFO_1000039,meningeal tuberculosis,D014390,,,
EFO_1000052,sex cord-stromal tumor,D018312,Sex Cord-Gonadal Stromal Tumors,C04.557.475.750,4.0
EFO_1000058,nasopharyngeal squamous cell carcinoma,C538339,,,
EFO_1000068,Acute Leukemia,C564112,,,
EFO_1000070,Adenofibroma,D000232,Adenofibroma,C04.557.450.565.590.595.050,7.0
EFO_1000070,Adenofibroma,D000232,Adenofibroma,C04.557.470.625.050,5.0
EFO_1000072,Adenomatoid Odontogenic Tumor,C538229,,,
EFO_1000073,Adenosquamous Carcinoma,D018196,"Carcinoma, Adenosquamous",C04.557.435.250,4.0
EFO_1000073,Adenosquamous Carcinoma,D018196,"Carcinoma, Adenosquamous",C04.557.470.200.150,5.0
EFO_1000074,Adrenal Gland Myelolipoma,D018209,Myelolipoma,C04.557.450.550.710,5.0
EFO_1000084,Angioleiomyoma,D018229,Angiomyoma,C04.557.450.590.450.125,6.0
EFO_1000085,Angiolipoma,D018206,Angiolipoma,C04.557.450.550.100,5.0
EFO_1000087,Angiomyxoma,D009232,Myxoma,C04.557.450.565.550,5.0
EFO_1000095,Askin Tumor,C563168,,,
EFO_1000102,B-Cell Prolymphocytic Leukemia,D054403,"Leukemia, Prolymphocytic, B-Cell",C04.557.337.428.080.562,6.0
EFO_1000102,B-Cell Prolymphocytic Leukemia,D054403,"Leukemia, Prolymphocytic, B-Cell",C04.557.337.428.565.745,6.0
EFO_1000123,Bile Duct Adenoma,D002759,"Adenoma, Bile Duct",C04.557.470.035.085,5.0
EFO_1000131,"Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive",D001752,Blast Crisis,C04.557.337.539.250.100,6.0
EFO_1000131,"Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive",D001752,Blast Crisis,C04.697.098.500.110,5.0
EFO_1000151,Cavernous Hemangioma,D006392,"Hemangioma, Cavernous",C04.557.645.375.385,5.0
EFO_1000179,Chronic Neutrophilic Leukemia,D015467,,,
EFO_1000209,Craniopharyngioma,D003397,Craniopharyngioma,C04.557.465.625.200,5.0
EFO_1000209,Craniopharyngioma,D003397,Craniopharyngioma,C04.557.580.625.200,5.0
EFO_1000229,Eccrine Porocarcinoma,D057090,Eccrine Porocarcinoma,C04.557.470.200.025.500,6.0
EFO_1000249,Extramammary Paget Disease,D010145,"Paget Disease, Extramammary",C04.557.470.200.025.660,6.0
EFO_1000249,Extramammary Paget Disease,D010145,"Paget Disease, Extramammary",C04.557.470.615.660,5.0
EFO_1000256,Fibrolamellar Carcinoma,C537258,,,
EFO_1000284,Granular Cell Tumor,C535558,,,
EFO_1000284,Granular Cell Tumor,D016586,Granular Cell Tumor,C04.557.450.590.350,5.0
EFO_1000292,Hepatoblastoma,D018197,Hepatoblastoma,C04.557.435.380,4.0
EFO_1000298,Hydatidiform Mole,D006828,Hydatidiform Mole,C04.557.465.955.416.812,6.0
EFO_1000298,Hydatidiform Mole,D006828,Hydatidiform Mole,C04.850.908.416.750,5.0
EFO_1000309,Juvenile Myelomonocytic Leukemia,D054429,"Leukemia, Myelomonocytic, Juvenile",C04.557.337.539.525,5.0
EFO_1000316,Krukenberg Tumor,D007725,Krukenberg Tumor,C04.557.470.200.025.415.410,7.0
EFO_1000316,Krukenberg Tumor,D007725,Krukenberg Tumor,C04.557.470.590.415.410,6.0
EFO_1000321,Leydig Cell Tumor,D007984,Leydig Cell Tumor,C04.557.475.750.847.249,6.0
EFO_1000321,Leydig Cell Tumor,D007984,Leydig Cell Tumor,C04.588.322.762.500.249,6.0
EFO_1000321,Leydig Cell Tumor,D007984,Leydig Cell Tumor,C04.588.945.440.915.500.249,7.0
EFO_1000332,Lung Giant Cell Carcinoma,D018286,"Carcinoma, Giant Cell",C04.557.470.200.220,5.0
EFO_1000334,Lung Lymphangioleiomyomatosis,D018192,Lymphangioleiomyomatosis,C04.557.375.460.465,5.0
EFO_1000334,Lung Lymphangioleiomyomatosis,D018192,Lymphangioleiomyomatosis,C04.557.450.692.500,5.0
EFO_1000337,Lung Sclerosing Hemangioma,D047868,Pulmonary Sclerosing Hemangioma,C04.588.894.797.520.933,6.0
EFO_1000339,Lymphangiosarcoma,D008204,Lymphangiosarcoma,C04.557.375.480,4.0
EFO_1000339,Lymphangiosarcoma,D008204,Lymphangiosarcoma,C04.557.450.795.480,5.0
EFO_1000350,Malignant Bone Neoplasm,D001859,Bone Neoplasms,C04.588.149,3.0
EFO_1000355,Malignant Mesothelioma,C562839,,,
EFO_1000355,Malignant Mesothelioma,D000086002,"Mesothelioma, Malignant",C04.557.470.035.510.757,6.0
EFO_1000355,Malignant Mesothelioma,D000086002,"Mesothelioma, Malignant",C04.557.470.660.510.757,6.0
EFO_1000355,Malignant Mesothelioma,D000086002,"Mesothelioma, Malignant",C04.588.894.797.520.173,6.0
EFO_1000355,Malignant Mesothelioma,D000086002,"Mesothelioma, Malignant",C04.588.894.797.640.350,6.0
EFO_1000356,Malignant Mixed Neoplasm,D018198,"Mixed Tumor, Malignant",C04.557.435.525,4.0
EFO_1000364,Mast Cell Sarcoma,D012515,Mast-Cell Sarcoma,C04.557.450.565.465.124,6.0
EFO_1000388,Myelodysplastic/Myeloproliferative Neoplasm,D054437,,,
EFO_1000389,Myofibroma,D047708,Myofibroma,C04.557.450.565.540,5.0
EFO_1000394,Neurothekeoma,D018321,Neurothekeoma,C04.557.450.565.550.625,6.0
EFO_1000394,Neurothekeoma,D018321,Neurothekeoma,C04.557.580.600.625,5.0
EFO_1000396,Nevus of Ota,D009507,Nevus of Ota,C04.557.665.560.615.585,6.0
EFO_1000406,Odontogenic Cyst,D009807,Odontogenic Cysts,C04.182.089.530.690,5.0
EFO_1000407,Olfactory Neuroblastoma,D018304,"Esthesioneuroblastoma, Olfactory",C04.557.465.625.600.590.650.550.150,9.0
EFO_1000407,Olfactory Neuroblastoma,D018304,"Esthesioneuroblastoma, Olfactory",C04.557.470.670.590.650.550.150,8.0
EFO_1000407,Olfactory Neuroblastoma,D018304,"Esthesioneuroblastoma, Olfactory",C04.557.580.625.600.590.650.550.150,9.0
EFO_1000438,Palmar Fibromatosis,D004387,Dupuytren Contracture,C04.557.450.565.590.340.173,7.0
EFO_1000453,Paraganglioma,D010235,Paraganglioma,C04.557.465.625.650.700,6.0
EFO_1000453,Paraganglioma,D010235,Paraganglioma,C04.557.580.625.650.700,6.0
EFO_1000464,PEComa,D054973,Perivascular Epithelioid Cell Neoplasms,C04.557.450.692,4.0
EFO_1000481,Plantar Fibromatosis,C537000,,,
EFO_1000491,Primary Effusion Lymphoma,D054685,"Lymphoma, Primary Effusion",C04.557.386.480.150.592,6.0
EFO_1000496,Prolactin-Producing Pituitary Gland Adenoma,D015175,Prolactinoma,C04.557.470.035.625,5.0
EFO_1000496,Prolactin-Producing Pituitary Gland Adenoma,D015175,Prolactinoma,C04.588.322.609.792,5.0
EFO_1000527,Sinonasal Undifferentiated Carcinoma,C537344,,,
EFO_1000529,Skin Basosquamous Cell Carcinoma,D002281,"Carcinoma, Basosquamous",C04.557.470.200.170,5.0
EFO_1000529,Skin Basosquamous Cell Carcinoma,D002281,"Carcinoma, Basosquamous",C04.557.470.565.170,5.0
EFO_1000552,Subcutaneous Panniculitis-Like T-Cell Lymphoma,C537503,,,
EFO_1000553,Subependymoma,D018315,"Glioma, Subependymal",C04.557.465.625.600.380.290.390,8.0
EFO_1000553,Subependymoma,D018315,"Glioma, Subependymal",C04.557.470.670.380.290.390,7.0
EFO_1000553,Subependymoma,D018315,"Glioma, Subependymal",C04.557.580.625.600.380.290.390,8.0
EFO_1000557,Synovial Chondromatosis,D015838,,,
EFO_1000560,T-Cell Prolymphocytic Leukemia,D015461,"Leukemia, Prolymphocytic, T-Cell",C04.557.337.428.565.750,6.0
EFO_1000560,T-Cell Prolymphocytic Leukemia,D015461,"Leukemia, Prolymphocytic, T-Cell",C04.557.337.428.580.075,6.0
EFO_1000566,Testicular Germ Cell Tumor,C563236,,,
EFO_1000581,Thymoma,D013945,Thymoma,C04.557.435.850,4.0
EFO_1000581,Thymoma,D013945,Thymoma,C04.588.894.949.500,5.0
EFO_1000585,Thyroglossal Duct Cyst,D013955,Thyroglossal Cyst,C04.182.902,3.0
EFO_1000595,Thyroid Gland Undifferentiated (Anaplastic) Carcinoma,D065646,"Thyroid Carcinoma, Anaplastic",C04.557.470.200.725,5.0
EFO_1000601,Transitional Cell Carcinoma,D002295,"Carcinoma, Transitional Cell",C04.557.470.200.430,5.0
EFO_1000613,Uterine Carcinosarcoma,D012192,,,
EFO_1000616,Uveal Melanoma,C536494,,,
EFO_1000625,Warthin Tumor,D000235,Adenolymphoma,C04.557.435.075,4.0
EFO_1000634,hamartoma,D006222,Hamartoma,C04.445,2.0
EFO_1000635,hemangioma,D006391,Hemangioma,C04.557.645.375,4.0
EFO_1000646,papillary carcinoma,D002291,"Carcinoma, Papillary",C04.557.470.200.360,5.0
EFO_1000646,papillary carcinoma,D002291,"Carcinoma, Papillary",C04.557.470.700.360,5.0
EFO_1000667,adiposis dolorosa,D000274,,,
EFO_1000728,lipomatosis,D008068,,,
EFO_1000748,pelvic lipomatosis,C535549,,,
EFO_1000785,Sezary's disease,D012751,Sezary Syndrome,C04.557.386.480.750.800.775,7.0
EFO_1000791,acidophil adenoma,D000239,"Adenoma, Acidophil",C04.557.465.625.650.025,6.0
EFO_1000791,acidophil adenoma,D000239,"Adenoma, Acidophil",C04.557.470.035.025,5.0
EFO_1000791,acidophil adenoma,D000239,"Adenoma, Acidophil",C04.557.580.625.650.025,6.0
EFO_1000798,adrenal rest tumor,D000314,Adrenal Rest Tumor,C04.557.470.035.232,5.0
EFO_1000802,alcoholic liver cirrhosis,D008104,,,
EFO_1000804,anal gland neoplasm,D000694,Anal Gland Neoplasms,C04.588.083,3.0
EFO_1000804,anal gland neoplasm,D000694,Anal Gland Neoplasms,C04.588.274.476.411.307.790.040.040,9.0
EFO_1000806,angiomyoma,D018229,Angiomyoma,C04.557.450.590.450.125,6.0
EFO_1000828,B- and T-cell mixed leukemia,D015456,"Leukemia, Biphenotypic, Acute",C04.557.337.428.100,5.0
EFO_1000834,basophil adenoma,D000237,"Adenoma, Basophil",C04.557.465.625.650.075,6.0
EFO_1000834,basophil adenoma,D000237,"Adenoma, Basophil",C04.557.470.035.075,5.0
EFO_1000834,basophil adenoma,D000237,"Adenoma, Basophil",C04.557.580.625.650.075,6.0
EFO_1000835,benign fibrous mesothelioma,D054363,"Solitary Fibrous Tumor, Pleural",C04.557.450.565.590.797.750,7.0
EFO_1000835,benign fibrous mesothelioma,D054363,"Solitary Fibrous Tumor, Pleural",C04.588.894.797.640.800,6.0
EFO_1000841,blue nevus,D018329,"Nevus, Blue",C04.557.665.560.615.550,6.0
EFO_1000848,breast cyst,D047688,Breast Cyst,C04.182.156,3.0
EFO_1000849,bronchial neoplasm,D001984,Bronchial Neoplasms,C04.588.894.797.520.109,6.0
EFO_1000856,central neurocytoma,D018306,Neurocytoma,C04.557.465.625.600.580,6.0
EFO_1000856,central neurocytoma,D018306,Neurocytoma,C04.557.470.670.580,5.0
EFO_1000856,central neurocytoma,D018306,Neurocytoma,C04.557.580.625.600.580,6.0
EFO_1000856,central neurocytoma,D018306,Neurocytoma,C04.588.614.250.195.648,6.0
EFO_1000858,cerebellum cancer,D002528,Cerebellar Neoplasms,C04.588.614.250.195.411.211,7.0
EFO_1000866,choroid cancer,D002830,Choroid Neoplasms,C04.588.364.978.223,5.0
EFO_1000867,chromophobe adenoma,D000238,"Adenoma, Chromophobe",C04.557.465.625.650.095,6.0
EFO_1000867,chromophobe adenoma,D000238,"Adenoma, Chromophobe",C04.557.470.035.095,5.0
EFO_1000867,chromophobe adenoma,D000238,"Adenoma, Chromophobe",C04.557.580.625.650.095,6.0
EFO_1000876,common bile duct neoplasm,D003138,Common Bile Duct Neoplasms,C04.588.274.120.250.250,6.0
EFO_1000884,cranial nerve malignant neoplasm,D003390,Cranial Nerve Neoplasms,C04.588.614.300,4.0
EFO_1000884,cranial nerve malignant neoplasm,D003390,Cranial Nerve Neoplasms,C04.588.614.596.240,5.0
EFO_1000886,cutaneous mastocytosis,D034701,"Mastocytosis, Cutaneous",C04.557.450.565.465.500,6.0
EFO_1000886,cutaneous mastocytosis,D034701,"Mastocytosis, Cutaneous",C04.588.805.309,4.0
EFO_1000888,cystic lymphangioma,D018191,"Lymphangioma, Cystic",C04.557.375.450.450,5.0
EFO_1000889,"cystic, mucinous, and serous neoplasm",D018297,"Neoplasms, Cystic, Mucinous, and Serous",C04.557.470.590,4.0
EFO_1000894,dermoid cyst,D003884,Dermoid Cyst,C04.182.201,3.0
EFO_1000894,dermoid cyst,D003884,Dermoid Cyst,C04.557.465.910.250,5.0
EFO_1000895,desmoplastic small round cell tumor,D058405,Desmoplastic Small Round Cell Tumor,C04.557.450.795.315,5.0
EFO_1000907,duodenal benign neoplasm,D004379,Duodenal Neoplasms,C04.588.274.476.411.445,6.0
EFO_1000912,eccrine acrospiroma,D018250,Acrospiroma,C04.557.470.035.175.125,6.0
EFO_1000912,eccrine acrospiroma,D018250,Acrospiroma,C04.557.470.550.175.125,6.0
EFO_1000913,ehrlich tumor carcinoma,D002286,"Carcinoma, Ehrlich Tumor",C04.557.470.200.200,5.0
EFO_1000913,ehrlich tumor carcinoma,D002286,"Carcinoma, Ehrlich Tumor",C04.619.169,3.0
EFO_1000919,endometrial stromal sarcoma,D018203,"Sarcoma, Endometrial Stromal",C04.557.435.775,4.0
EFO_1000919,endometrial stromal sarcoma,D018203,"Sarcoma, Endometrial Stromal",C04.557.450.795.332.500,6.0
EFO_1000920,endometrial stromal tumor,D036821,Endometrial Stromal Tumors,C04.557.450.565.325,5.0
EFO_1000920,endometrial stromal tumor,D036821,Endometrial Stromal Tumors,C04.557.450.795.332,5.0
EFO_1000921,endomyocardial fibrosis,D004719,,,
EFO_1000923,epidural neoplasm,D015174,Epidural Neoplasms,C04.588.614.250.803.342,6.0
EFO_1000925,epithelioid and spindle cell nevus,D018332,"Nevus, Epithelioid and Spindle Cell",C04.557.665.560.615.625.585,7.0
EFO_1000934,eyelid neoplasm,D005142,Eyelid Neoplasms,C04.588.443.392.500,5.0
EFO_1000950,giant cell reparative granuloma,D006101,,,
EFO_1000953,gonadal tissue neoplasm,D018309,"Neoplasms, Gonadal Tissue",C04.557.475,3.0
EFO_1000956,hairy cell leukemia,D007943,"Leukemia, Hairy Cell",C04.557.337.415,4.0
EFO_1000958,halo nevus,D055882,"Nevus, Halo",C04.557.665.560.580,5.0
EFO_1000967,hidrocystoma,D018251,Hidrocystoma,C04.557.470.035.175.375,6.0
EFO_1000967,hidrocystoma,D018251,Hidrocystoma,C04.557.470.550.175.375,6.0
EFO_1000979,hypothalamic neoplasm,D007029,Hypothalamic Neoplasms,C04.588.614.250.195.885.500,7.0
EFO_1000981,ileal neoplasm,D007078,Ileal Neoplasms,C04.588.274.476.411.501,6.0
EFO_1000984,inflammatory breast carcinoma,D058922,Inflammatory Breast Neoplasms,C04.588.180.576,4.0
EFO_1000995,intradermal nevus,D018330,"Nevus, Intradermal",C04.557.665.560.590,5.0
EFO_1000996,iris cancer,D015811,Iris Neoplasms,C04.588.364.978.400,5.0
EFO_1001000,juxtacortical osteosarcoma,D018217,"Osteosarcoma, Juxtacortical",C04.557.450.565.575.650.655,7.0
EFO_1001000,juxtacortical osteosarcoma,D018217,"Osteosarcoma, Juxtacortical",C04.557.450.795.620.655,6.0
EFO_1001005,Klatskin's tumor,D018285,Klatskin Tumor,C04.557.470.200.025.450.500,7.0
EFO_1001007,krebs 2 carcinoma,D002287,"Carcinoma, Krebs 2",C04.557.470.200.255,5.0
EFO_1001007,krebs 2 carcinoma,D002287,"Carcinoma, Krebs 2",C04.619.214,3.0
EFO_1001012,leptomeningeal metastasis,D055756,Meningeal Carcinomatosis,C04.588.614.250.580.150,6.0
EFO_1001013,lethal midline granuloma,D006103,,,
EFO_1001014,leukemoid reaction,D007955,,,
EFO_1001019,lip cancer,D008048,Lip Neoplasms,C04.588.443.591.550,5.0
EFO_1001027,lymphangiomyoma,D008203,Lymphangiomyoma,C04.557.375.460,4.0
EFO_1001030,male genital tuberculosis,D014389,,,
EFO_1001035,maxillary sinus neoplasm,D008444,Maxillary Sinus Neoplasms,C04.588.443.665.650.693.575,7.0
EFO_1001038,melanotic neuroectodermal tumor,D017600,"Neuroectodermal Tumor, Melanotic",C04.557.465.625.630,5.0
EFO_1001038,melanotic neuroectodermal tumor,D017600,"Neuroectodermal Tumor, Melanotic",C04.557.580.625.630,5.0
EFO_1001041,mesenchymal chondrosarcoma,D018211,"Chondrosarcoma, Mesenchymal",C04.557.450.565.280.280,6.0
EFO_1001041,mesenchymal chondrosarcoma,D018211,"Chondrosarcoma, Mesenchymal",C04.557.450.795.300.280,6.0
EFO_1001042,mesenchymoma,D008637,Mesenchymoma,C04.557.435.500,4.0
EFO_1001044,mesothelial neoplasm,D018301,"Neoplasms, Mesothelial",C04.557.470.660,4.0
EFO_1001048,mucinous cystadenoma,D018291,"Cystadenoma, Mucinous",C04.557.470.035.320.225,6.0
EFO_1001048,mucinous cystadenoma,D018291,"Cystadenoma, Mucinous",C04.557.470.590.485.225,6.0
EFO_1001051,mycosis fungoides,D009182,Mycosis Fungoides,C04.557.386.480.750.800.550,7.0
EFO_1001052,myeloid sarcoma,D023981,"Sarcoma, Myeloid",C04.557.337.539.775,5.0
EFO_1001052,myeloid sarcoma,D023981,"Sarcoma, Myeloid",C04.557.450.795.853,5.0
EFO_1001056,myxosarcoma,D009236,Myxosarcoma,C04.557.450.565.560,5.0
EFO_1001056,myxosarcoma,D009236,Myxosarcoma,C04.557.450.795.560,5.0
EFO_1001064,non-gestational choriocarcinoma,D031954,"Choriocarcinoma, Non-gestational",C04.557.465.955.207.438,6.0
EFO_1001064,non-gestational choriocarcinoma,D031954,"Choriocarcinoma, Non-gestational",C04.557.470.200.025.455.750,7.0
EFO_1001064,non-gestational choriocarcinoma,D031954,"Choriocarcinoma, Non-gestational",C04.850.908.208.438,5.0
EFO_1001073,optic nerve neoplasm,D019574,Optic Nerve Neoplasms,C04.588.614.300.600,5.0
EFO_1001073,optic nerve neoplasm,D019574,Optic Nerve Neoplasms,C04.588.614.596.240.240,6.0
EFO_1001077,orbital plasma cell granuloma,D016727,,,
EFO_1001079,oxyphilic adenoma,D018249,"Adenoma, Oxyphilic",C04.557.470.035.140,5.0
EFO_1001080,Pancoast tumor,D010178,Pancoast Syndrome,C04.588.894.797.520.734,6.0
EFO_1001083,papillary follicular thyroid adenocarcinoma,D018265,"Carcinoma, Papillary, Follicular",C04.557.470.200.025.060.225,7.0
EFO_1001083,papillary follicular thyroid adenocarcinoma,D018265,"Carcinoma, Papillary, Follicular",C04.557.470.200.025.085.225,7.0
EFO_1001094,penile neoplasm,D010412,Penile Neoplasms,C04.588.945.440.715,5.0
EFO_1001100,peritoneal neoplasm,D010534,Peritoneal Neoplasms,C04.588.033.513,4.0
EFO_1001100,peritoneal neoplasm,D010534,Peritoneal Neoplasms,C04.588.274.780,4.0
EFO_1001105,pigmented spindle cell nevus,D018331,"Nevus, Spindle Cell",C04.557.665.560.615.625,6.0
EFO_1001111,placental site trophoblastic tumor,D018245,"Trophoblastic Tumor, Placental Site",C04.557.465.955.207.875,6.0
EFO_1001111,placental site trophoblastic tumor,D018245,"Trophoblastic Tumor, Placental Site",C04.557.470.200.025.455.875,7.0
EFO_1001111,placental site trophoblastic tumor,D018245,"Trophoblastic Tumor, Placental Site",C04.850.908.208.875,5.0
EFO_1001171,sebaceous adenocarcinoma,D018266,"Adenocarcinoma, Sebaceous",C04.557.470.200.025.105,6.0
EFO_1001171,sebaceous adenocarcinoma,D018266,"Adenocarcinoma, Sebaceous",C04.557.470.550.105,5.0
EFO_1001172,sebaceous gland neoplasm,D012626,Sebaceous Gland Neoplasms,C04.588.805.578,4.0
EFO_1001181,sigmoid neoplasm,D012811,Sigmoid Neoplasms,C04.588.274.476.411.307.180.800,8.0
EFO_1001183,skin appendage carcinoma,D018280,"Carcinoma, Skin Appendage",C04.557.470.200.025.420,6.0
EFO_1001183,skin appendage carcinoma,D018280,"Carcinoma, Skin Appendage",C04.557.470.550.420,5.0
EFO_1001184,small cell sarcoma,D018228,"Sarcoma, Small Cell",C04.557.450.565.825,5.0
EFO_1001184,small cell sarcoma,D018228,"Sarcoma, Small Cell",C04.557.450.795.870,5.0
EFO_1001185,smooth muscle tumor,D018235,Smooth Muscle Tumor,C04.557.450.590.800,5.0
EFO_1001187,somatostatinoma,D013005,Somatostatinoma,C04.557.465.625.650.240.695,7.0
EFO_1001187,somatostatinoma,D013005,Somatostatinoma,C04.557.470.200.025.370.695,7.0
EFO_1001187,somatostatinoma,D013005,Somatostatinoma,C04.588.274.761.500.500,6.0
EFO_1001187,somatostatinoma,D013005,Somatostatinoma,C04.588.322.475.500.500,6.0
EFO_1001192,struma ovarii,D013330,Struma Ovarii,C04.557.465.910.850,5.0
EFO_1001197,subependymal glioma,D018315,"Glioma, Subependymal",C04.557.465.625.600.380.290.390,8.0
EFO_1001197,subependymal glioma,D018315,"Glioma, Subependymal",C04.557.470.670.380.290.390,7.0
EFO_1001197,subependymal glioma,D018315,"Glioma, Subependymal",C04.557.580.625.600.380.290.390,8.0
EFO_1001204,sweat gland neoplasm,D013544,Sweat Gland Neoplasms,C04.588.805.776,4.0
EFO_1001214,tonsil cancer,D014067,Tonsillar Neoplasms,C04.588.443.665.710.684.800,7.0
EFO_1001230,uveal cancer,D014604,Uveal Neoplasms,C04.588.364.978,4.0
EFO_1001256,"ACTH Syndrome, Ectopic",D000182,"ACTH Syndrome, Ectopic",C04.730.713.317,4.0
EFO_1001257,acute erythroblastic leukemia,D004915,"Leukemia, Erythroblastic, Acute",C04.557.337.539.275.325,6.0
EFO_1001258,"Adenomatosis, Pulmonary",D018255,"Adenomatosis, Pulmonary",C04.557.470.035.210,5.0
EFO_1001277,Branchioma,D001935,Branchioma,C04.182.117,3.0
EFO_1001325,abdominal fibromatosis,D018221,"Fibromatosis, Abdominal",C04.557.450.565.590.340.400,7.0
EFO_1001341,Heavy Chain Disease,D006362,,,
EFO_1001343,"Hemangioma, Cavernous, Central Nervous System",D020786,"Hemangioma, Cavernous, Central Nervous System",C04.557.645.375.385.500,6.0
EFO_1001350,Immunoblastic Lymphadenopathy,D007119,,,
EFO_1001356,"Leiomyoma, Epithelioid",D018230,"Leiomyoma, Epithelioid",C04.557.450.590.450.455,6.0
EFO_1001360,"Leukoplakia, Hairy",D017733,"Leukoplakia, Hairy",C04.588.443.591.545.500,6.0
EFO_1001360,"Leukoplakia, Hairy",D017733,"Leukoplakia, Hairy",C04.834.512.513.500,5.0
EFO_1001365,"Lymphoma, AIDS-Related",D016483,"Lymphoma, AIDS-Related",C04.557.386.480.150.450,6.0
EFO_1001368,Mediastinal Cyst,D008476,Mediastinal Cyst,C04.182.444,3.0
EFO_1001371,"Mixed Tumor, Mesodermal",D018199,"Mixed Tumor, Mesodermal",C04.557.435.530,4.0
EFO_1001371,"Mixed Tumor, Mesodermal",D018199,"Mixed Tumor, Mesodermal",C04.557.450.795.530,5.0
EFO_1001394,Peritoneal Fibrosis,D056627,,,
EFO_1001424,skin epithelioid hemangioma,D000796,,,
EFO_1001430,Sublingual Gland Neoplasms,D013362,Sublingual Gland Neoplasms,C04.588.443.591.824.882,6.0
EFO_1001437,Tracheal neoplasm,D014134,Tracheal Neoplasms,C04.588.443.925,4.0
EFO_1001437,Tracheal neoplasm,D014134,Tracheal Neoplasms,C04.588.894.797.760,5.0
EFO_1001443,"Tuberculosis, Cutaneous",D014382,,,
EFO_1001465,gliosarcoma,D018316,Gliosarcoma,C04.557.465.625.600.380.400,7.0
EFO_1001465,gliosarcoma,D018316,Gliosarcoma,C04.557.470.670.380.400,6.0
EFO_1001465,gliosarcoma,D018316,Gliosarcoma,C04.557.580.625.600.380.400,7.0
EFO_1001469,Mantle cell lymphoma,D020522,"Lymphoma, Mantle-Cell",C04.557.386.480.525,5.0
EFO_1001471,Merkel cell skin cancer,D015266,"Carcinoma, Merkel Cell",C04.557.465.625.650.240.325,7.0
EFO_1001471,Merkel cell skin cancer,D015266,"Carcinoma, Merkel Cell",C04.557.470.200.025.370.325,7.0
EFO_1001471,Merkel cell skin cancer,D015266,"Carcinoma, Merkel Cell",C04.557.580.625.650.240.325,7.0
EFO_1001486,primary biliary cirrhosis,D008105,,,
EFO_1001513,liver neoplasm,D008113,Liver Neoplasms,C04.588.274.623,4.0
EFO_1001755,accelerated phase myeloid leukemia,D015465,"Leukemia, Myeloid, Accelerated Phase",C04.557.337.539.250.300,6.0
EFO_1001760,aneurysmal bone cyst,D017824,"Bone Cysts, Aneurysmal",C04.182.089.265,4.0
EFO_1001761,Angiofibroma,D018322,Angiofibroma,C04.557.645.100,4.0
EFO_1001763,basal cell neoplasm,D018295,"Neoplasms, Basal Cell",C04.557.470.565,4.0
EFO_1001767,brain stem neoplasm,D020295,Brain Stem Neoplasms,C04.588.614.250.195.411.100,7.0
EFO_1001769,carcinoid heart disease,D002275,Carcinoid Heart Disease,C04.557.465.625.650.200.500.205,8.0
EFO_1001769,carcinoid heart disease,D002275,Carcinoid Heart Disease,C04.557.470.200.025.200.500.205,8.0
EFO_1001769,carcinoid heart disease,D002275,Carcinoid Heart Disease,C04.557.580.625.650.200.500.205,8.0
EFO_1001770,"Carcinoma, Lewis Lung",D018827,"Carcinoma, Lewis Lung",C04.557.470.200.280,5.0
EFO_1001770,"Carcinoma, Lewis Lung",D018827,"Carcinoma, Lewis Lung",C04.619.230,3.0
EFO_1001779,chronic myelomonocytic leukemia,D015477,"Leukemia, Myelomonocytic, Chronic",C04.557.337.539.522,5.0
EFO_1001783,desmoplastic fibroma,D018220,"Fibroma, Desmoplastic",C04.557.450.565.590.340.345,7.0
EFO_1001786,erythroplasia,D004919,Erythroplasia,C04.834.288,3.0
EFO_1001796,Glomus Jugulare Tumor,D005925,Glomus Jugulare Tumor,C04.557.465.625.650.700.705.340,8.0
EFO_1001796,Glomus Jugulare Tumor,D005925,Glomus Jugulare Tumor,C04.557.580.625.650.700.705.340,8.0
EFO_1001826,Poroma,D057091,Poroma,C04.557.470.035.175.588,6.0
